State,District ,Crop,Crop_Year,Season,Area ,Production,Yield
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2006,Kharif     ,518,485,0.94
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2006,Rabi       ,7,22,3.14
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2006,Summer     ,300,398,1.33
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2007,Kharif     ,442,448,1.01
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2007,Rabi       ,7,20,2.86
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2007,Summer     ,300,431,1.44
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2008,Kharif     ,366,135,0.37
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2008,Rabi       ,7,18,2.57
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2008,Summer     ,268,401,1.5
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2009,Kharif     ,494,471,0.95
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2009,Rabi       ,6,18,3
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2009,Summer     ,244,355,1.45
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2010,Kharif     ,440,416,0.95
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2010,Rabi       ,9,27,3
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2010,Summer     ,258,378,1.47
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2011,Kharif     ,423,421,1
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2011,Rabi       ,20,48,2.4
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2011,Summer     ,289,478,1.65
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2012,Kharif     ,418,436,1.04
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2012,Rabi       ,13,41,3.15
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2012,Summer     ,261,482,1.85
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2013,Kharif     ,477,317,0.66
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2013,Rabi       ,15,53,3.53
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2013,Summer     ,255,468,1.84
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2014,Kharif     ,394,286,0.73
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2014,Rabi       ,51,122,2.39
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2014,Summer     ,264,469,1.78
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2015,Kharif     ,426,211,0.5
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2015,Rabi       ,17,37,2.18
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2015,Summer     ,233,431,1.85
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2016,Kharif     ,458,291,0.64
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2016,Rabi       ,19,53,2.79
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2016,Summer     ,241,452,1.88
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2017,Kharif     ,469,791,1.69
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2017,Rabi       ,70,210,3
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2017,Summer     ,275,603,2.19
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2018,Kharif     ,471,766,1.63
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2018,Rabi       ,18,51,2.83
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2018,Summer     ,259,535,2.07
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2019,Kharif     ,427,508,1.19
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2019,Rabi       ,23,65,2.83
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2019,Summer     ,262,646,2.47
Uttar Pradesh,AMETHI,Maize,2010,Kharif     ,496,542,1.09
Uttar Pradesh,AMETHI,Maize,2011,Kharif     ,482,479,0.99
Uttar Pradesh,AMETHI,Maize,2011,Rabi       ,20,48,2.4
Uttar Pradesh,AMETHI,Maize,2011,Summer     ,103,170,1.65
Uttar Pradesh,AMETHI,Maize,2012,Kharif     ,399,416,1.04
Uttar Pradesh,AMETHI,Maize,2012,Summer     ,29,54,1.86
Uttar Pradesh,AMETHI,Maize,2013,Kharif     ,601,400,0.67
Uttar Pradesh,AMETHI,Maize,2013,Rabi       ,33,117,3.55
Uttar Pradesh,AMETHI,Maize,2013,Summer     ,75,138,1.84
Uttar Pradesh,AMETHI,Maize,2014,Kharif     ,539,392,0.73
Uttar Pradesh,AMETHI,Maize,2014,Rabi       ,10,24,2.4
Uttar Pradesh,AMETHI,Maize,2014,Summer     ,86,153,1.78
Uttar Pradesh,AMETHI,Maize,2015,Kharif     ,437,216,0.49
Uttar Pradesh,AMETHI,Maize,2015,Rabi       ,33,72,2.18
Uttar Pradesh,AMETHI,Maize,2015,Summer     ,140,259,1.85
Uttar Pradesh,AMETHI,Maize,2016,Kharif     ,481,306,0.64
Uttar Pradesh,AMETHI,Maize,2016,Rabi       ,21,59,2.81
Uttar Pradesh,AMETHI,Maize,2016,Summer     ,58,109,1.88
Uttar Pradesh,AMETHI,Maize,2017,Kharif     ,959,1618,1.69
Uttar Pradesh,AMETHI,Maize,2017,Summer     ,92,202,2.2
Uttar Pradesh,AMETHI,Maize,2018,Kharif     ,436,709,1.63
Uttar Pradesh,AMETHI,Maize,2018,Rabi       ,175,491,2.81
Uttar Pradesh,AMETHI,Maize,2018,Summer     ,88,182,2.07
Uttar Pradesh,AMETHI,Maize,2019,Kharif     ,410,487,1.19
Uttar Pradesh,AMETHI,Maize,2019,Summer     ,97,239,2.46
Uttar Pradesh,AMROHA,Maize,1997,Kharif     ,5749,10089,1.75
Uttar Pradesh,AMROHA,Maize,1997,Summer     ,180,284,1.58
Uttar Pradesh,AMROHA,Maize,1998,Kharif     ,6806,7555,1.11
Uttar Pradesh,AMROHA,Maize,1998,Summer     ,200,203,1.02
Uttar Pradesh,AMROHA,Maize,1999,Kharif     ,5127,7860,1.53
Uttar Pradesh,AMROHA,Maize,1999,Rabi       ,209,303,1.45
Uttar Pradesh,AMROHA,Maize,2000,Kharif     ,4957,6498,1.31
Uttar Pradesh,AMROHA,Maize,2000,Rabi       ,221,359,1.62
Uttar Pradesh,AMROHA,Maize,2001,Kharif     ,3684,5544,1.5
Uttar Pradesh,AMROHA,Maize,2001,Rabi       ,226,368,1.63
Uttar Pradesh,AMROHA,Maize,2002,Kharif     ,3698,4323,1.17
Uttar Pradesh,AMROHA,Maize,2002,Rabi       ,175,194,1.11
Uttar Pradesh,AMROHA,Maize,2003,Kharif     ,2682,1995,0.74
Uttar Pradesh,AMROHA,Maize,2003,Summer     ,401,548,1.37
Uttar Pradesh,AMROHA,Maize,2004,Kharif     ,1929,2274,1.18
Uttar Pradesh,AMROHA,Maize,2005,Kharif     ,2491,2648,1.06
Uttar Pradesh,AMROHA,Maize,2006,Kharif     ,1929,1856,0.96
Uttar Pradesh,AMROHA,Maize,2006,Summer     ,313,415,1.33
Uttar Pradesh,AMROHA,Maize,2007,Kharif     ,1424,1891,1.33
Uttar Pradesh,AMROHA,Maize,2007,Summer     ,275,395,1.44
Uttar Pradesh,AMROHA,Maize,2008,Kharif     ,1871,2447,1.31
Uttar Pradesh,AMROHA,Maize,2008,Summer     ,564,844,1.5
Uttar Pradesh,AMROHA,Maize,2009,Kharif     ,1862,2782,1.49
Uttar Pradesh,AMROHA,Maize,2009,Summer     ,338,492,1.46
Uttar Pradesh,AMROHA,Maize,2010,Kharif     ,2383,2752,1.15
Uttar Pradesh,AMROHA,Maize,2010,Summer     ,219,321,1.47
Uttar Pradesh,AMROHA,Maize,2011,Kharif     ,2366,3374,1.43
Uttar Pradesh,AMROHA,Maize,2011,Rabi       ,14,33,2.36
Uttar Pradesh,AMROHA,Maize,2011,Summer     ,295,488,1.65
Uttar Pradesh,AMROHA,Maize,2012,Kharif     ,1458,1311,0.9
Uttar Pradesh,AMROHA,Maize,2012,Summer     ,369,682,1.85
Uttar Pradesh,AMROHA,Maize,2013,Kharif     ,1820,2186,1.2
Uttar Pradesh,AMROHA,Maize,2013,Summer     ,338,621,1.84
Uttar Pradesh,AMROHA,Maize,2014,Kharif     ,1807,2458,1.36
Uttar Pradesh,AMROHA,Maize,2014,Rabi       ,7,17,2.43
Uttar Pradesh,AMROHA,Maize,2014,Summer     ,327,581,1.78
Uttar Pradesh,AMROHA,Maize,2015,Kharif     ,1410,2741,1.94
Uttar Pradesh,AMROHA,Maize,2015,Rabi       ,30,66,2.2
Uttar Pradesh,AMROHA,Maize,2015,Summer     ,269,497,1.85
Uttar Pradesh,AMROHA,Maize,2016,Kharif     ,2319,4149,1.79
Uttar Pradesh,AMROHA,Maize,2016,Rabi       ,30,84,2.8
Uttar Pradesh,AMROHA,Maize,2016,Summer     ,273,512,1.88
Uttar Pradesh,AMROHA,Maize,2017,Kharif     ,1589,2641,1.66
Uttar Pradesh,AMROHA,Maize,2017,Rabi       ,285,856,3
Uttar Pradesh,AMROHA,Maize,2017,Summer     ,256,561,2.19
Uttar Pradesh,AMROHA,Maize,2018,Kharif     ,2716,4674,1.72
Uttar Pradesh,AMROHA,Maize,2018,Summer     ,176,364,2.07
Uttar Pradesh,AMROHA,Maize,2019,Kharif     ,2183,3969,1.82
Uttar Pradesh,AMROHA,Maize,2019,Summer     ,330,814,2.47
Uttar Pradesh,AURAIYA,Maize,1997,Kharif     ,14135,30099,2.13
Uttar Pradesh,AURAIYA,Maize,1997,Summer     ,127,201,1.58
Uttar Pradesh,AURAIYA,Maize,1998,Kharif     ,14539,12207,0.84
Uttar Pradesh,AURAIYA,Maize,1998,Summer     ,112,114,1.02
Uttar Pradesh,AURAIYA,Maize,1999,Kharif     ,12765,21505,1.68
Uttar Pradesh,AURAIYA,Maize,1999,Rabi       ,83,120,1.45
Uttar Pradesh,AURAIYA,Maize,2000,Kharif     ,13147,32131,2.44
Uttar Pradesh,AURAIYA,Maize,2000,Rabi       ,45,73,1.62
Uttar Pradesh,AURAIYA,Maize,2001,Kharif     ,12999,27545,2.12
Uttar Pradesh,AURAIYA,Maize,2001,Rabi       ,60,98,1.63
Uttar Pradesh,AURAIYA,Maize,2002,Kharif     ,10915,19876,1.82
Uttar Pradesh,AURAIYA,Maize,2002,Rabi       ,56,62,1.11
Uttar Pradesh,AURAIYA,Maize,2003,Kharif     ,11607,21299,1.84
Uttar Pradesh,AURAIYA,Maize,2003,Summer     ,76,104,1.37
Uttar Pradesh,AURAIYA,Maize,2004,Kharif     ,12053,24323,2.02
Uttar Pradesh,AURAIYA,Maize,2005,Kharif     ,11607,16761,1.44
Uttar Pradesh,AURAIYA,Maize,2006,Kharif     ,10432,20322,1.95
Uttar Pradesh,AURAIYA,Maize,2006,Summer     ,850,1127,1.33
Uttar Pradesh,AURAIYA,Maize,2007,Kharif     ,10099,22016,2.18
Uttar Pradesh,AURAIYA,Maize,2007,Summer     ,57,82,1.44
Uttar Pradesh,AURAIYA,Maize,2008,Kharif     ,7553,18173,2.41
Uttar Pradesh,AURAIYA,Maize,2008,Summer     ,112,168,1.5
Uttar Pradesh,AURAIYA,Maize,2009,Kharif     ,6894,13464,1.95
Uttar Pradesh,AURAIYA,Maize,2009,Summer     ,173,252,1.46
Uttar Pradesh,AURAIYA,Maize,2010,Kharif     ,8181,16624,2.03
Uttar Pradesh,AURAIYA,Maize,2010,Summer     ,49,72,1.47
Uttar Pradesh,AURAIYA,Maize,2011,Kharif     ,9072,18380,2.03
Uttar Pradesh,AURAIYA,Maize,2011,Summer     ,188,311,1.65
Uttar Pradesh,AURAIYA,Maize,2012,Kharif     ,8615,22356,2.6
Uttar Pradesh,AURAIYA,Maize,2012,Summer     ,1566,2893,1.85
Uttar Pradesh,AURAIYA,Maize,2013,Kharif     ,7314,18709,2.56
Uttar Pradesh,AURAIYA,Maize,2013,Summer     ,281,516,1.84
Uttar Pradesh,AURAIYA,Maize,2014,Kharif     ,8219,19808,2.41
Uttar Pradesh,AURAIYA,Maize,2014,Rabi       ,83,199,2.4
Uttar Pradesh,AURAIYA,Maize,2014,Summer     ,326,580,1.78
Uttar Pradesh,AURAIYA,Maize,2015,Kharif     ,6468,17017,2.63
Uttar Pradesh,AURAIYA,Maize,2015,Summer     ,368,680,1.85
Uttar Pradesh,AURAIYA,Maize,2016,Kharif     ,8640,22749,2.63
Uttar Pradesh,AURAIYA,Maize,2016,Summer     ,432,810,1.88
Uttar Pradesh,AURAIYA,Maize,2017,Kharif     ,8840,23691,2.68
Uttar Pradesh,AURAIYA,Maize,2017,Rabi       ,15,45,3
Uttar Pradesh,AURAIYA,Maize,2017,Summer     ,310,680,2.19
Uttar Pradesh,AURAIYA,Maize,2018,Kharif     ,9984,26008,2.6
Uttar Pradesh,AURAIYA,Maize,2018,Summer     ,253,523,2.07
Uttar Pradesh,AURAIYA,Maize,2019,Kharif     ,9340,25536,2.73
Uttar Pradesh,AURAIYA,Maize,2019,Summer     ,547,1349,2.47
Uttar Pradesh,AZAMGARH,Maize,1997,Kharif     ,8799,9045,1.03
Uttar Pradesh,AZAMGARH,Maize,1997,Summer     ,163,257,1.58
Uttar Pradesh,AZAMGARH,Maize,1998,Kharif     ,8047,5904,0.73
Uttar Pradesh,AZAMGARH,Maize,1998,Summer     ,137,139,1.01
Uttar Pradesh,AZAMGARH,Maize,1999,Kharif     ,8511,9486,1.11
Uttar Pradesh,AZAMGARH,Maize,1999,Rabi       ,134,194,1.45
Uttar Pradesh,AZAMGARH,Maize,2000,Kharif     ,7209,11912,1.65
Uttar Pradesh,AZAMGARH,Maize,2000,Rabi       ,186,302,1.62
Uttar Pradesh,AZAMGARH,Maize,2001,Kharif     ,7083,12671,1.79
Uttar Pradesh,AZAMGARH,Maize,2001,Rabi       ,348,567,1.63
Uttar Pradesh,AZAMGARH,Maize,2002,Kharif     ,6414,7556,1.18
Uttar Pradesh,AZAMGARH,Maize,2002,Rabi       ,453,502,1.11
Uttar Pradesh,AZAMGARH,Maize,2003,Kharif     ,7157,9111,1.27
Uttar Pradesh,AZAMGARH,Maize,2003,Summer     ,458,626,1.37
Uttar Pradesh,AZAMGARH,Maize,2004,Kharif     ,7514,14066,1.87
Uttar Pradesh,AZAMGARH,Maize,2004,Rabi       ,6,26,4.33
Uttar Pradesh,AZAMGARH,Maize,2005,Kharif     ,2987,3546,1.19
Uttar Pradesh,AZAMGARH,Maize,2006,Kharif     ,7926,12127,1.53
Uttar Pradesh,AZAMGARH,Maize,2006,Rabi       ,7,20,2.86
Uttar Pradesh,AZAMGARH,Maize,2006,Summer     ,548,727,1.33
Uttar Pradesh,AZAMGARH,Maize,2007,Kharif     ,6146,9803,1.6
Uttar Pradesh,AZAMGARH,Maize,2007,Summer     ,548,787,1.44
Uttar Pradesh,AZAMGARH,Maize,2008,Kharif     ,7140,6897,0.97
Uttar Pradesh,AZAMGARH,Maize,2008,Rabi       ,6,16,2.67
Uttar Pradesh,AZAMGARH,Maize,2008,Summer     ,393,588,1.5
Uttar Pradesh,AZAMGARH,Maize,2009,Kharif     ,6397,10395,1.62
Uttar Pradesh,AZAMGARH,Maize,2009,Rabi       ,9,27,3
Uttar Pradesh,AZAMGARH,Maize,2009,Summer     ,321,467,1.45
Uttar Pradesh,AZAMGARH,Maize,2010,Kharif     ,6781,10172,1.5
Uttar Pradesh,AZAMGARH,Maize,2010,Rabi       ,2,6,3
Uttar Pradesh,AZAMGARH,Maize,2010,Summer     ,240,352,1.47
Uttar Pradesh,AZAMGARH,Maize,2011,Kharif     ,6489,10953,1.69
Uttar Pradesh,AZAMGARH,Maize,2011,Rabi       ,328,732,2.23
Uttar Pradesh,AZAMGARH,Maize,2011,Summer     ,710,1174,1.65
Uttar Pradesh,AZAMGARH,Maize,2012,Kharif     ,6550,11705,1.79
Uttar Pradesh,AZAMGARH,Maize,2012,Summer     ,303,560,1.85
Uttar Pradesh,AZAMGARH,Maize,2013,Kharif     ,6516,12823,1.97
Uttar Pradesh,AZAMGARH,Maize,2013,Rabi       ,11,39,3.55
Uttar Pradesh,AZAMGARH,Maize,2013,Summer     ,309,568,1.84
Uttar Pradesh,AZAMGARH,Maize,2014,Kharif     ,6568,12486,1.9
Uttar Pradesh,AZAMGARH,Maize,2014,Rabi       ,114,170,1.49
Uttar Pradesh,AZAMGARH,Maize,2014,Summer     ,309,549,1.78
Uttar Pradesh,AZAMGARH,Maize,2015,Kharif     ,5642,9507,1.69
Uttar Pradesh,AZAMGARH,Maize,2015,Rabi       ,1,2,2
Uttar Pradesh,AZAMGARH,Maize,2015,Summer     ,263,486,1.85
Uttar Pradesh,AZAMGARH,Maize,2016,Kharif     ,6358,10332,1.63
Uttar Pradesh,AZAMGARH,Maize,2016,Rabi       ,25,42,1.68
Uttar Pradesh,AZAMGARH,Maize,2016,Summer     ,331,621,1.88
Uttar Pradesh,AZAMGARH,Maize,2017,Kharif     ,5555,8999,1.62
Uttar Pradesh,AZAMGARH,Maize,2017,Rabi       ,115,233,2.03
Uttar Pradesh,AZAMGARH,Maize,2017,Summer     ,284,623,2.19
Uttar Pradesh,AZAMGARH,Maize,2018,Kharif     ,6051,13990,2.31
Uttar Pradesh,AZAMGARH,Maize,2018,Rabi       ,280,561,2
Uttar Pradesh,AZAMGARH,Maize,2018,Summer     ,414,856,2.07
Uttar Pradesh,AZAMGARH,Maize,2019,Kharif     ,8112,13287,1.64
Uttar Pradesh,AZAMGARH,Maize,2019,Rabi       ,4,8,2
Uttar Pradesh,AZAMGARH,Maize,2019,Summer     ,320,789,2.47
Uttar Pradesh,BAGESHWAR,Maize,1998,Kharif     ,473,449,0.95
Uttar Pradesh,BAGESHWAR,Maize,1999,Kharif     ,515,528,1.03
Uttar Pradesh,BAGHPAT,Maize,1997,Kharif     ,3314,4958,1.5
Uttar Pradesh,BAGHPAT,Maize,1997,Summer     ,6,9,1.5
Uttar Pradesh,BAGHPAT,Maize,1998,Kharif     ,2291,4047,1.77
Uttar Pradesh,BAGHPAT,Maize,1998,Summer     ,6,6,1
Uttar Pradesh,BAGHPAT,Maize,1999,Kharif     ,2027,2442,1.2
Uttar Pradesh,BAGHPAT,Maize,1999,Rabi       ,13,19,1.46
Uttar Pradesh,BAGHPAT,Maize,2000,Kharif     ,791,1648,2.08
Uttar Pradesh,BAGHPAT,Maize,2000,Rabi       ,17,28,1.65
Uttar Pradesh,BAGHPAT,Maize,2001,Kharif     ,1047,2511,2.4
Uttar Pradesh,BAGHPAT,Maize,2001,Rabi       ,7,11,1.57
Uttar Pradesh,BAGHPAT,Maize,2002,Kharif     ,490,608,1.24
Uttar Pradesh,BAGHPAT,Maize,2002,Rabi       ,13,14,1.08
Uttar Pradesh,BAGHPAT,Maize,2003,Kharif     ,372,506,1.36
Uttar Pradesh,BAGHPAT,Maize,2004,Kharif     ,238,262,1.1
Uttar Pradesh,BAGHPAT,Maize,2005,Kharif     ,157,244,1.55
Uttar Pradesh,BAGHPAT,Maize,2006,Kharif     ,248,466,1.88
Uttar Pradesh,BAGHPAT,Maize,2007,Kharif     ,12,23,1.92
Uttar Pradesh,BAGHPAT,Maize,2008,Kharif     ,24,53,2.21
Uttar Pradesh,BAGHPAT,Maize,2008,Summer     ,2,3,1.5
Uttar Pradesh,BAGHPAT,Maize,2009,Kharif     ,19,36,1.89
Uttar Pradesh,BAGHPAT,Maize,2011,Kharif     ,6,13,2.17
Uttar Pradesh,BAGHPAT,Maize,2013,Kharif     ,22,53,2.41
Uttar Pradesh,BAGHPAT,Maize,2014,Kharif     ,31,73,2.35
Uttar Pradesh,BAGHPAT,Maize,2014,Summer     ,1,2,2
Uttar Pradesh,BAGHPAT,Maize,2015,Kharif     ,7,17,2.43
Uttar Pradesh,BAGHPAT,Maize,2016,Kharif     ,8,19,2.38
Uttar Pradesh,BAGHPAT,Maize,2017,Kharif     ,9,23,2.56
Uttar Pradesh,BAGHPAT,Maize,2018,Kharif     ,9,23,2.56
Uttar Pradesh,BAGHPAT,Maize,2019,Kharif     ,24,59,2.46
Uttar Pradesh,BAHRAICH,Maize,1997,Kharif     ,71653,71653,1
Uttar Pradesh,BAHRAICH,Maize,1997,Summer     ,242,382,1.58
Uttar Pradesh,BAHRAICH,Maize,1998,Kharif     ,74579,34903,0.47
Uttar Pradesh,BAHRAICH,Maize,1998,Summer     ,252,256,1.02
Uttar Pradesh,BAHRAICH,Maize,1999,Kharif     ,74800,75473,1.01
Uttar Pradesh,BAHRAICH,Maize,1999,Rabi       ,346,501,1.45
Uttar Pradesh,BAHRAICH,Maize,2000,Kharif     ,75226,67252,0.89
Uttar Pradesh,BAHRAICH,Maize,2000,Rabi       ,362,587,1.62
Uttar Pradesh,BAHRAICH,Maize,2001,Kharif     ,92087,108663,1.18
Uttar Pradesh,BAHRAICH,Maize,2001,Rabi       ,1591,2592,1.63
Uttar Pradesh,BAHRAICH,Maize,2002,Kharif     ,85116,104437,1.23
Uttar Pradesh,BAHRAICH,Maize,2002,Rabi       ,2341,2591,1.11
Uttar Pradesh,BAHRAICH,Maize,2003,Kharif     ,81763,99914,1.22
Uttar Pradesh,BAHRAICH,Maize,2003,Rabi       ,118,161,1.36
Uttar Pradesh,BAHRAICH,Maize,2003,Summer     ,1547,2115,1.37
Uttar Pradesh,BAHRAICH,Maize,2004,Kharif     ,86097,113648,1.32
Uttar Pradesh,BAHRAICH,Maize,2004,Rabi       ,105,487,4.64
Uttar Pradesh,BAHRAICH,Maize,2005,Kharif     ,80947,91551,1.13
Uttar Pradesh,BAHRAICH,Maize,2006,Kharif     ,81417,87849,1.08
Uttar Pradesh,BAHRAICH,Maize,2006,Rabi       ,161,507,3.15
Uttar Pradesh,BAHRAICH,Maize,2006,Summer     ,2090,2771,1.33
Uttar Pradesh,BAHRAICH,Maize,2007,Kharif     ,84957,95407,1.12
Uttar Pradesh,BAHRAICH,Maize,2007,Rabi       ,90,253,2.81
Uttar Pradesh,BAHRAICH,Maize,2007,Summer     ,1835,2637,1.44
Uttar Pradesh,BAHRAICH,Maize,2008,Kharif     ,70290,70009,1
Uttar Pradesh,BAHRAICH,Maize,2008,Rabi       ,152,399,2.63
Uttar Pradesh,BAHRAICH,Maize,2008,Summer     ,2209,3305,1.5
Uttar Pradesh,BAHRAICH,Maize,2009,Kharif     ,77863,86895,1.12
Uttar Pradesh,BAHRAICH,Maize,2009,Rabi       ,96,293,3.05
Uttar Pradesh,BAHRAICH,Maize,2009,Summer     ,1428,2078,1.46
Uttar Pradesh,BAHRAICH,Maize,2010,Kharif     ,78768,90032,1.14
Uttar Pradesh,BAHRAICH,Maize,2010,Rabi       ,156,469,3.01
Uttar Pradesh,BAHRAICH,Maize,2010,Summer     ,2368,3471,1.47
Uttar Pradesh,BAHRAICH,Maize,2011,Kharif     ,75393,91527,1.21
Uttar Pradesh,BAHRAICH,Maize,2011,Rabi       ,1019,2276,2.23
Uttar Pradesh,BAHRAICH,Maize,2011,Summer     ,2227,3681,1.65
Uttar Pradesh,BAHRAICH,Maize,2012,Kharif     ,73289,95642,1.3
Uttar Pradesh,BAHRAICH,Maize,2012,Rabi       ,78,244,3.13
Uttar Pradesh,BAHRAICH,Maize,2012,Summer     ,2023,3737,1.85
Uttar Pradesh,BAHRAICH,Maize,2013,Kharif     ,74878,103856,1.39
Uttar Pradesh,BAHRAICH,Maize,2013,Rabi       ,453,1609,3.55
Uttar Pradesh,BAHRAICH,Maize,2013,Summer     ,1991,3658,1.84
Uttar Pradesh,BAHRAICH,Maize,2014,Kharif     ,66628,85017,1.28
Uttar Pradesh,BAHRAICH,Maize,2014,Rabi       ,743,1778,2.39
Uttar Pradesh,BAHRAICH,Maize,2014,Summer     ,2254,4008,1.78
Uttar Pradesh,BAHRAICH,Maize,2015,Kharif     ,52789,61763,1.17
Uttar Pradesh,BAHRAICH,Maize,2015,Rabi       ,696,714,1.03
Uttar Pradesh,BAHRAICH,Maize,2015,Summer     ,1724,3188,1.85
Uttar Pradesh,BAHRAICH,Maize,2016,Kharif     ,77758,109639,1.41
Uttar Pradesh,BAHRAICH,Maize,2016,Rabi       ,106,85,0.8
Uttar Pradesh,BAHRAICH,Maize,2016,Summer     ,8940,16771,1.88
Uttar Pradesh,BAHRAICH,Maize,2017,Kharif     ,77446,133672,1.73
Uttar Pradesh,BAHRAICH,Maize,2017,Rabi       ,775,2327,3
Uttar Pradesh,BAHRAICH,Maize,2017,Summer     ,2062,4520,2.19
Uttar Pradesh,BAHRAICH,Maize,2018,Kharif     ,76473,102703,1.34
Uttar Pradesh,BAHRAICH,Maize,2018,Rabi       ,841,2358,2.8
Uttar Pradesh,BAHRAICH,Maize,2018,Summer     ,1839,3801,2.07
Uttar Pradesh,BAHRAICH,Maize,2019,Kharif     ,75922,116540,1.53
Uttar Pradesh,BAHRAICH,Maize,2019,Rabi       ,1935,3775,1.95
Uttar Pradesh,BAHRAICH,Maize,2019,Summer     ,2602,6419,2.47
Uttar Pradesh,BALLIA,Maize,1997,Kharif     ,22549,23180,1.03
Uttar Pradesh,BALLIA,Maize,1997,Summer     ,223,352,1.58
Uttar Pradesh,BALLIA,Maize,1998,Kharif     ,21530,19355,0.9
Uttar Pradesh,BALLIA,Maize,1998,Summer     ,152,154,1.01
Uttar Pradesh,BALLIA,Maize,1999,Kharif     ,21212,33918,1.6
Uttar Pradesh,BALLIA,Maize,1999,Rabi       ,175,254,1.45
Uttar Pradesh,BALLIA,Maize,2000,Kharif     ,21475,34038,1.59
Uttar Pradesh,BALLIA,Maize,2000,Rabi       ,166,269,1.62
Uttar Pradesh,BALLIA,Maize,2001,Kharif     ,21136,27646,1.31
Uttar Pradesh,BALLIA,Maize,2001,Rabi       ,336,547,1.63
Uttar Pradesh,BALLIA,Maize,2002,Kharif     ,22189,31752,1.43
Uttar Pradesh,BALLIA,Maize,2002,Rabi       ,468,518,1.11
Uttar Pradesh,BALLIA,Maize,2003,Kharif     ,24969,16804,0.67
Uttar Pradesh,BALLIA,Maize,2003,Rabi       ,520,711,1.37
Uttar Pradesh,BALLIA,Maize,2003,Summer     ,734,1003,1.37
Uttar Pradesh,BALLIA,Maize,2004,Kharif     ,25513,26738,1.05
Uttar Pradesh,BALLIA,Maize,2004,Rabi       ,711,3013,4.24
Uttar Pradesh,BALLIA,Maize,2005,Kharif     ,27138,21005,0.77
Uttar Pradesh,BALLIA,Maize,2006,Kharif     ,26231,23293,0.89
Uttar Pradesh,BALLIA,Maize,2006,Rabi       ,710,2059,2.9
Uttar Pradesh,BALLIA,Maize,2006,Summer     ,959,1272,1.33
Uttar Pradesh,BALLIA,Maize,2007,Kharif     ,24977,17434,0.7
Uttar Pradesh,BALLIA,Maize,2007,Rabi       ,530,1415,2.67
Uttar Pradesh,BALLIA,Maize,2007,Summer     ,686,986,1.44
Uttar Pradesh,BALLIA,Maize,2008,Kharif     ,11061,1349,0.12
Uttar Pradesh,BALLIA,Maize,2008,Rabi       ,628,1648,2.62
Uttar Pradesh,BALLIA,Maize,2008,Summer     ,714,1068,1.5
Uttar Pradesh,BALLIA,Maize,2009,Kharif     ,4950,6692,1.35
Uttar Pradesh,BALLIA,Maize,2009,Rabi       ,926,2829,3.06
Uttar Pradesh,BALLIA,Maize,2009,Summer     ,726,1056,1.45
Uttar Pradesh,BALLIA,Maize,2010,Kharif     ,27613,41392,1.5
Uttar Pradesh,BALLIA,Maize,2010,Rabi       ,989,2971,3
Uttar Pradesh,BALLIA,Maize,2010,Summer     ,878,1287,1.47
Uttar Pradesh,BALLIA,Maize,2011,Kharif     ,27855,47047,1.69
Uttar Pradesh,BALLIA,Maize,2011,Rabi       ,2191,4893,2.23
